header
Fleetwood Mac;The Original Fleetwood Mac;blues;;;;Drifting;Leaving Town Blues;Watch Out;A Fool No More;Mean Old Fireman;Can't Afford To Do It;Fleetwood Mac;Worried Dream;Love That Woman;Allow Me One More Show;First Train Home;Rambling Pony No. 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7805
FreeBidou;Baby Foot Party;blues;Jazz;YEAR: 2003;2003;BATMAN en Roumanie;La vengeance du clown qui pue;Rumbala;Compilation;Baby Foot Party;Éclaircie 1;Médicament;E.P.O.;Cuite au Gin's Club;À bientôt;Amicalement vôtre;Sur ma mob;Éclaircie 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7806
Sarah Brown;Sayin' What I'm Thinkin';blues;;;;Barbwire Kiss;Not As Sorry As I Used To Be;Sayin' What I'm Thinkin';Turn The Lock On Love;Good Fella Robert;Bad Boys Pride;Devil's Best Disguise;Bad Thing;Pleas Help;Pretty Little Poison;Keep A Little Light;Hey Big Sister;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7807
Stephen Barry;Original;blues;Blues;Bluesfestradio.com;2003;Doomed From The Start;When You First Were Mine;Beautiful Disposition;Girl From New Jersey;Talking Bullet Hole Blues;The Bare-Naked Man;Dr. Love;(I Dreamed I Was On) Top Of The World;Still A Fool;A Private Girl;Blues Stay Away;Cry For Me;Rollin' And Tumblin';I Wash My Dishes (In Hot Water);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7808
So M;"""\Great Soul Hits\""""""""""";blues;Rhythmic Soul;"""The Tymes \ Great Soul Hits\""""\nit`s Cool \nOnly Your Love\nYou Little Trustmaker\nThe Sha La Bandit\nMs. Grace\nGod`s Gonna Punish You\nGoin thru the Motions\nIf I  Can`t Make You Smile\nSomeway, Sowmhow\nHypotnized\nGood Morning Dear Lord\nSo Much""""""";;It` Cool;Only Your Love;You  Little Trustmaker;The Sha La Bandit;Ms. Grace;God`s Gonna Punish You;goin Thru THe Motions;If I Can`t Make You Smile;Someway, Somehow;Hyhpnotized;Good Morning Dear Lord;So Much In Love;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7809
Howard Carpendale;Ich bin da;blues;Blues;YEAR: 1994 ID3G: 0;1994;Nun sind wir hier;Ich bin da;Du bist die Antwort fuer mich;Es ist niemals zu früh;You were on my mind;Ncht mehr nur dein Vater;Hey versuchs noch mal mit mir;Beverly;Win or lose;Lichterketten;Komm wie du bist;Weil du gut tust;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7810
Alberta Adams;I'm On The Move;blues;Blues;YEAR: 2003 ID3G: 0;2003;Leavin';A Fool Like You;Slow Down Baby;Remember Me;I'm On The Move;I Paid My Dues To The Blues;Tired Of Being Alone;Your Lovin';Detroit;Mr. Blues;Come And See About Me;Keep On Keeping On;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7811
Tomita Lab;Shipbuilding;blues;;;;Welcome;God Bless You! feat. Yuming;Nemuri no Mori feat. Hanaregumi;Taegataku mo Amai Kisetsu feat. Miyuki Haytayama;shipbuilding;Kaori to Kage feat. Kirinji;Shipyard (edition 1);Taiyou no Kao feat. saigenji;Michi feat. bird;Mizzenmast (edition 1);Umi wo Wataru Hashi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7812
Bob Boykin & Fire Power feat. Ernie Watts;HAZARDOUS MATERIAL;blues;Jazz;YEAR: 1996;1996;hazardous material;language of the heart;gone fishin';midnight in Jamaica;Bern city;Georgia blues;zamba;heartbeat;wackazoid man;cool breeze;Vicky's breakdown;peace maker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7813
Living Chicago Blues;Volume 1;blues;Blues;YEAR: 1978 ID3G: 0;1978;Your Turn To Cry/Jimmy Johnson;Serves Me Right To Suffer/Jimmy Johnson;Ain't That Just Like A Woman/Jimmy Johnson;Feel Like Breaking Up Somebody's Home/Jimmy Johnson;It's Alright/Eddie Shaw;Out Of Bad Luck/Eddie Shaw;Stoop Down Baby/Eddie Shaw;Sitting On Top Of the World/Eddie Shaw;My Baby's So Ugly/Eddie Shaw;Come Home Darling/Left Hand Frank;Blues Won't Let Me Be/Left Hand Frank;One Room Country Shack/Left Hand Frank;Linda Lu/Left Hand Frank;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7814
Doane College Choir;East Coast Tour;blues;;;;Vision Of Peace, Part IV;Selig sind die Toten;Liebslieder Walzer, Opus 52;Os Justi;Hosanna to the Son of David;By the Waters of Babylon;Insane et vanae curae;Let All Things Now Living;A Spotless Rose;Jesus, Jesus Rest Your Head;Brothers Sing On!;My Lagan Love;Crossin' Ovah;Precious Lord;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7815
Blind Mississippi Morris and Brad Webb;Back Porch Blues;blues;;;;Juke;This Morning Before Sunrise;When We Gone;3 Time Loser;Harporama;Working Mule;Cherry Picker;Mysterious Woman Blues;Bossy Woman;Ole Black Neena;Sunday Morning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7816
Bob Dylan;All I Really Want To Do;blues;;;;All I Really Want To Do;It's All Over Now, Baby Blue;She Belongs To Me;On The Road Again;Love Minus Zero;Outlaw Blues;Spanish Harlem;My Back Pages;Maggie's Farm;Black Crow Blues;To Ramona;I Shell Be Free No. 10;I Don't Believe You;Gates Of Eden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7817
ALI PROJECT;EROTIC & HERETIC;blues;Japanese Pop;YEAR: 2002;2002;EROTIC & HERETIC;èµ¤ã?¨é»’(Album Version);ç†±å¸¯æ€§æ¤?ç‰©åœ’;é?Šæœˆæ?‹æ­Œ;schism;Lolita in the garret;æ™‚ã?®æ£®ã?®ã‚½ãƒ¯ãƒ¬;æˆ¦äº‰ã?¨å¹³å’Œ;å¤¢é­”ã?®å¤œã€?ã?‚ã?ªã?Ÿã‚’è¿Žã?ˆã‚‹è€…ã?Œã?‚ã‚‹;Arabesque Romanesque;Nostalgia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7818
Inner City Blues Band;City Limits;blues;Blues;;2003;Nothing To Lose;Big Legged Woman;Fussin' and Fightin';Treat Me So Cold;Me and You;Easy Recipe;You Gotta Go;The Love of My Man;Table Scraps;Just a Little Bit;Take Off Your Shoes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7819
John Pagano;John Pagano;blues;Soul;;1992;Let´s Get To It;Heard You're Trying To Leave Me;Haunted House;Easy To Love;Masculinity;Maybe We Can Fall In Love Again;Dreamin';Leaves Of Love;Tenderly;You Know Me;The Best I Ever Was;Let's Get To It (Swankin' Club Version];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7820
ä¸­å³¶ã?¿ã‚†ã??;å¤§éŠ€å¹•;blues;Oldies;YEAR: 1999 ID3G: 11;1999;ç³¸;å‘½ã?®åˆ¥å??;ã?Ÿã?‹ã?Œæ„›;æ„›æƒ…ç‰©èªž;ä¸–æƒ…;with;ç§?ã?Ÿã?¡ã?¯æ˜¥ã?®ä¸­ã?§;çœ ã‚‰ã?ªã?„ã?§;äºŒéš»ã?®èˆŸ;çž¬ã??ã‚‚ã?›ã?š;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7821
All-4-One;And the music speaks;blues;;;;These arms;I can love you like that;Giving you my heart forever;I'm your man;I'm sorry;Could this be magic;Here for you;Love is more than just another four-letter word;Think you're the one for me;Colors of love;We dedicate;Roll Call;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7822
Engerling;Komm vor;blues;;;;Tom Tomskis Blues;Flieg Dich frei;Flucht;Glashaut;Cadillac;Nordmond;Drehtanz;Zinker;Lewi traeumt;Radlers Leid;Raumer 39 Beat;Ballade des aeusseren Lebens;Niemandsland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7823
Gary Brown;Live at Bourbom Street;blues;Blues;;2003;All Nigth Long;In a Little Spanish Town;Just a Gigolo;Baker Street;Nocturnal Woman;I´ll See You There;My Heaven;Purple Rain;Sleepy Time Down South;The Blues is All Right;What Does it Take;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7824
The Black Crowes;The Southern Harmony And Musical Companion (Remaster);blues;Rock;;1992;Sting Me;Remedy;Thorn In My Pride;Bad Luck Blue Eyes Goodbye;Sometimes Salvation;Hotel Illness;Black Moon Creeping;No Speak No Slave;My Morning Song;Time Will Tell;Sting Me (Slow) (Bonus Track);99 lbs (Bonus Track);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7825
Various Artists;Blues In Concert;blues;Blues;;;Muddy Waters / Everythings Gonna Be Alright;Clarence Gatemouth Brown / Pressure Cooker;Bobby Blue Bland / I'll Take Care Of You;Muddy Waters / Nine Below Zero;Albert King / I'll Play The Blues For You;Bobby Blue Bland / Soul of a Man;Muddy Waters / Baby Please Don't Go;Albert King / Stormy Monday Blues;Bobby Blue Bland / Ain't That Lovin' You;Muddy Waters / They Call Me Muddy Waters;Clarence Gatemouth Brown / Frosty;Albert King / Born Under a Bad Sign;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7826
Men Of Vizion;Personal;blues;R&B;;1996;That's Alright;Instant Love;House Keeper;When You Need Someone;Forgive Me;Personal;Joyride (featuring Tasha Scott);You Told Me You Loved Me;Do Thangs;Show You The Way To Go;It's Only Just A Dream;Night And Day;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7827
Various Artists - Edition Collage;Piano Moments;blues;Jazz;YEAR: 1995;1995;Music For Two Pianos, Part III (Cornelius Claudio Kreusch & Hans Poppel;Fire (Chris Jarrett);Taiga (Cornelius Claudio Kreusch);Nahend (Rade Soric Trio);Lucyna (Rade Soric Trio);Stella Backstage (Cornelius Claudio Kreusch);Music For Two Pianos, Part IV (Cornelius Claudio Kreusch & Hans Poppel);Down South (Chris Jarrett);Paprika Lady (Chris Jarrett);One Way In Harlem (Cornelius Claudio Kreusch);Ahaha (Rade Soric Trio);Blue Nights/White Nights (Chris Jarrett);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7828
Garment of Praise;The Wonderous Gift is Given;blues;Christmas;YEAR: 1998;1998;We Wish You a Blessed Christmas;Angels We Have Heard On High;Silent Night! Holy Night!;Joy to the World;The First Noel;The Gift;A Christmas Light;We Wish You A Blessed Christmas (reprise);God Rest Ye Merry Gentlemen;O Little Town Of Bethlehem;Christmas At Calvary;Good News;The Little Drummer Boy;Away In A Manger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7829
Maria Teresa Chacin;Con la Orquesta sinfonica;blues;Alternative;;;Golpe y estribillo;El arreo;Campesina;Mi querencia;Aire Oriental;Pajarillo;Tema de amor;Calor;Poco a poco;Asi eres tu;Tu y yo formamos una multitud;Quinta Anauco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7830
VA;Contigo Aprendí CD2;blues;;;;Lucho Gatica / Tu Me Acostumbraste;Frank Sinatra / As Time Goes By;Eydie Gorme / Somos;Juan Camacho / Jurame;Armando Manzanero / Adoro;Los Panchos / Momentos;Los Panchos / Llevatela;Lorenzo Gonzalez / Niña;Olga Guillot / Se Me Olvidó Otra Vez;Los Panchos / Contigo Aprendí;Armando Manzanero / Somos Novios;Matt Monro / Alguien Cantó;Simone / Contigo Aprendí;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7831
Roots of Rhythm;I'm in Love;blues;Blues;;1999;The Temptations / My Girl;The Drifters / This Magic Moment;Billie Holiday / Them There Eyes;Carla Thomas / Gee Whiz (lLook at His Eyes);Etta James / At Last;Percy Sledge / When a Man Loves a Woman;Ray Charles / Hallelugah I Love Her So;The Four Tops / I Can't Help Myself;The Shirelles / Baby It's You;The Spinners / Could It Be I'm Fallling in Love;The Delfonics / La-La Means I Love You;The Platters / Only You;Marvin Gaye / Let's Get It On;Otis Redding / I've Been Loving You Too Long;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7832
ASPM;Poradny blues;blues;;;1987;Poradny blues;Kruti pisen;Posedlej Alois;Ruce;Loupacek;Skandal;Panenka;Zavolej jen moje jmeno;Blues pro pana Vanka;Uzenej vecer;Zahrada v desti;Mestacky blues;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7833
Stefano Bollani;Falando De Amor;blues;Jazz;YEAR: 2003;2003;Falando De Amor;So Tinha De Ser Com;Angela;Luiza;Refrato Em Branco E Preto;Agua De Beber;Tema Do Amor Por Gabriela;Cancao Do Amor Demais;Aguas De Marco;Pois E;Samba De Uma Nota So;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7834
No Expectations;blinded;blues;;;;Man to Universe;Sun;Talkin' to myself;Blinded;Behind your face;More mistakes;Believin';Be;Still in my head;Lying on the ground;How;Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7835
Clifton Chenier;I'M Coming Home;blues;;;;Got Me Where You Want Me;Caldonia;Choo Choo Boogie;What'D I Say;Joke Blon (Buddy Dee);Kansas City;Let The Good Times Roll;I Don'T Know Lafayette;I Hear You Knockin;There'S Something Wrong;I'M Coming Home;We'Re Gonna Party;Night Time (Is The Right Time);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7836
The John Slaughter Band;All that stuff ain't real;blues;Blues;;1994;Red tail light;Get some rest;Louisiana 1927;I've got the proof;Something you got;Ready to fall;Lost and found;On my way to heaven;St. James'  infirmary;I can't swim;Don't fool yourself;Shame on you;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7837
Tony Thompson;Sexsational;blues;;;;I Know;What's Goin' On;I Wanna Love Like That;Sweat;Handle Our Business;My Cherie Amour;Come Over;Dance With Me;Goodbye Eyes;Slave;Break It Down;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7838
Blues Alley;Blues Alley;blues;;;;Blues Alley;Even Little Kids (get the blues);She's Fine;Don't Leave Me;Only You Only Me;Bone Dry;Midnight Cruise;What If?;Racket;Lost Without You;She's Fine (Instrumental);The Rainbow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7839
Ana Popovic;Hush!;blues;Rock;;2001;Love Forever;Mended;Hometown;I Won't Let You Down;The Hustle Is On;Downtown;How Lonely Can A Woman Get;Walk Away;Girl Of Many Words;Minute 'Till Dawn;Bring Your Fine Self Home;How The Mighty Have Fallen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7840
Steve Baker & Chris Jones;Everybody's Cryin Mercy;blues;Blues;YEAR: 1998 ID3G:   0;1998;Middle Man;Old Folks Boogie;Everybody's Cryin Mercy;Walking Blues;L&N;Willing;Setting Me Up;Lonesome Whistle;Big Time;Free Man;White House Rock;Mississippi Kid;Diddy Wah Diddy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7841
Turning Blue;Years And Years;blues;Blues;Band comes from Geelong, Victoria, Australia;1996;Mid-Life Crisis;Take My Time;Pack Up Your Bags;Steppin' Out Tonight;Red Hot;Boogie Some More;Long Way There;Merrijig Road;One Moment Please;Years And Years;You Make Me Feel;Down By The River;Time To Go Home;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7842
Beverly Jo Scott;Amnesty for Eve;blues;;;1999;When the nickel drops;Chain link fence;Mona Lisa;Cool;Bye-Bye Baby;Charades;Dinah Lee (by Arnold Hughes);Daddy's little girl;Wide Open;Twisted;Heart for Sale;Bonus Track ( Duo Beverly & Arno : Jean Balthazar);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7843
Sybil;Doin' It Now;blues;;;;You're The Love Of My Life;We;Oh, How I Love You;Take Me Back;Let It Rain;Breath A Prayer;When It's Gone Away;The Love I Lost;Now Or Never;Guarantee of Love;What A Diff'rence A Day Makes;Love's Calling;Back Together Again;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7844
Robert Ward;Black Bottom;blues;blues;Black Top CD BT-1123\n\nSubmitted 6/24/97\n[Jmccoy@efn.org];;Lonely Man;Toehold;Soul Stroll;Silver And Gold;Beyond This Planet;Black Bottom;Yonder Goes My Baby;You Ought To Stop It;Help The Needy;Meat Off The Bone;Two Steps from the Blues;Titty Britches;Something Good Drivin' the Devil Nuts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7845
Angela Brown;Live;blues;;Recorded live at the Blues Café, Berlin, 24 June 1993\nAng;;St. Lois Blues;Black Drawers;Women be wise;Can we do that ?;Stormy Weather;Sister;All of me;Making Whoopee;Deep Purple;Am I blue;Rock me;Black Water Blues;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7846
PAEZ-(SABINA Y PAEZ);ENEMIGOS INTIMOS;blues;;;;LA VIDA MODERNA;LAZARO;LLUEVE SOBRE MOJADO;TENGO UNA MUÑECA QUE REGALA BESOS;SI VOLVIERAN LOS DRAGONES;CECILIA;DELIRIUM TREMENS;YO ME BAJO EN ATOCHA;BUENOS AIRES;MAS GUAPA QUE CUALQUIERA;FLORES EN SU ENTIERRO;HASTA CUANDO?;LA CANCION DE LOS BUENOS BORRACHOS;ENEMIGOS INTIMOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7847
Smoky Greenwell;Premium Smoke;blues;Blues;;2001;Back To The Boogie;Soul Serenade;River Walk;Going Uptown;So Long Storyville;Preservation Harp;Smoke Alarm;Space Stroll;MudBug Rag;Blowout;Wake Up Call;Smoky Side;Baby Where Did You Sleep Last Night;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7848
shiina jyunpei;shiina jyunpei;blues;;;;EV;monogatari;sekai;mirai;nigero;kamen;giwaku;korhirkan;mujyou;hakutyuumu;asa;music maker (bonus track);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7849
Sublimes;Sublimes;blues;Soul;;;Beleza Fisica;Eu Queria Um Amor;Mil e Uma Noites;Nunca Mais;So pra Ser;Tempo e Espaco;Menos Carnaval;Mais Que Hoje;Dizem;Posso te Amar;Eu Quero Voce;O Amor Que Voce Quer Me Dar;Eu Queria Um Amor (Dance Remix);Eu Queria Um Amor (Hip Hop Remix);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7850
Gutter Brothers;Already Dead;blues;;;1993;Runaway Train;Butterfly Brains;Scared Of Boys;The Darker Side Of Men;Summer In The City;Don't Know Why;Bubblin' Under, Boilin' Over;Queenie, The Queen Of Cardboard City;Can't Sing Those Love Songs Anymore;Where Do They Keep The Water?;Mr. Nasty;Already Dead;Stand Up Little Jesus;I Ain't Afraid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7851
Grismore/Scea Group;Of What;blues;Jazz;YEAR: 1996;1996;Of What;157 A.M;Prefect;I Found a Shirt in My Yard;Intensity Density;Die for a Metaphor;Feet;Child's Play;Gone but not Forgotten;RSJ;Saab Story;Ryaum Chages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7852
Various Artists;The Blue Box - Blue Note's Best - Disc 4;blues;Jazz;;1997;Stanley Turrentine / God Bless The Child;Horace Silver / Song For My Father;Wayne Shorter / Footprints;Chick Corea / Now He Sings, Now He Sobs;Lou Donaldson / Every Thing I Do Gonh Be Funky;Freddie Hubbard / Open Sesame;Grant Green / Speak Low;Jay Jay Johnson / Lover Man;Bud Powell / Un Poco Loco;Dexter Gordon / Don't Explain;Tony Williams / Sister Cheryl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7853
ssssbbbbbbbbbbbbbbbbbbb;dddvvvv bbbb;blues;;;;sss;ssssss;sss;sss;bbbbb;bbbbbbbbb;bbbbbbff;ffffffff;gggggggg;ffffffffff;fffffffff;ffffffff;ffffffff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7854
Slim Gaillard;Laughing In Rhythm, #1 - Flat Foot Floogie;blues;Jazz;YEAR: 2002;2002;There's No Two Ways About It;Cause My Baby Says It's So;The Flat Foot Floogie;Chinatown, My Chinatown;8, 9 and 10;Ferdinand the Bull;Tutti Frutti;Look-A-There;Jump Session;Laughin' in Rhythm;Vol Vist du Gaily Star;Dopey Joe;Sweet Safronia;It's Gettin' Kinda Chilly;Buck Dance Rhythm;That's a Bringer;A-Well-A-Take-Em Joe (Crapshooter's Jive);Chicken Rhythm;Swingin' in the Key of C;Boot-Ta-La-Za;It's You, Only You;Beatin' the Board;Look Out;Matzoh Balls;Early in the Morninig;Chittlin' Switch Blues;Huh!, Uh-Huh!;;;;;;;;;;;;;;;;;;7855
Frédéric Chopin;Nocturnes;blues;Classical;ID3G: 32;1978;Nocturnes - Op.9 Nr.1 in b-moll - Larghetto;Nocturnes - Op.9 Nr.2 in Es-dur - Andante;Nocturnes - Op.9 Nr.3 in H-Dur - Allegretto;Nocturnes - Op.15 Nr.1 in F-Dur - Andante cantabile;Nocturnes - Op.15 Nr.2 in H-Dur - Larghetto;Nocturnes - Op.15 Nr.3 in g-moll - Lento;Nocturnes - Op.27 Nr.1 in cis-moll - Larghetto;Nocturnes - Op.27 Nr.2 in Des-Dur - Lento sustenuto;Nocturnes - Op.32 Nr.1 in H-Dur - Andante sostenuto;Nocturnes - Op.32 Nr.2 in As-Dur - Lento;Nocturnes - Op.37 Nr.1 in g-moll - Andante sostenuto;Nocturnes - Op.37 Nr.2 in G-Dur - Andantino;Nocturnes - Op.48 Nr.1 in c-moll - Lento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7856
Various;Hed Kandi - Back To Love (CD1);blues;House;YEAR: 1999;1999;T-Empo / Saturday Nite, Sunday Morning [T-Empo Mix];"""Degrees Of Motion featuring Biti / Shine On [Original 12\]""""""";Jomanda / Got A Love For You [Hurley's House Mix];Jamiroquai / Space Cowboy [Morales Classic Club Mix];"""Alison Limerick / Where Love Lives [12\ Classic Mix]""""""";Phase II / Reachin' [Latin Workout Mix];Frankie Knuckles presents Satoshi Tomiie / Tears [Classic Voca;l];Ten City / That's The Way Love Is [Deep House Mix];Patti Day / Right Before My Eyes [House Vocal Mix];Joe Smooth / Promised Land [Original Mix];Brand New Heavies / Back To Love [Graeme Park Remix];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7857
Various Artists;The Story of Boogie Woogie;blues;;;;Give Me your Change - Willie Kelly;Fairish Street Jive - Little Brother;Cresent City Blues - Little Brother;Shreveport Blues - Little Brother;"""Honky Tonk Train Blues - Meade \Lux\"""" Lewis""""""";"""Whistlin´ Blues - Meade \Lux\"""" Lewis""""""";Boogie Woogie - Tomy Dorsey & His Orchester;Saint Louis Stomp - Speckled Red Trio;Yancey´s Stomp - jimmy Yancey;State Street Special - jimmy Yancey;Preachin The Blues - Sidney Bechet &His New Orleans Feetwarme;rs;boogie Woogie On Saint louis Blues - Earl Hines And His Orche;ster;Cow Cow Blues - Bob Zuke & His Delta Rythm band;Yancey´s Bugle Call - Jimmy Yancey;35th And Dearborn - Jimmy Yancey;Slow And Easy Blues - Memphis Slim;The Mellow Blues - Memphis Slim;Old Taylor - Memphis Slim;Cuttin´ The Boogie - Albert Ammons And Pete Johnson;Barrelhouse Boogie - Albert Ammons And Pete Jonson;Boogie Woogie Man - Albert Ammons And Pete Jonson;Walkin´the Boogie - Albert Ammons And Pete Jonson;Sixth Avenue Express - Albert Ammons And Pete Jonson;Waller Jive - Fats Waller;Texas Stomp - Fats Waller;Chicago Brakdown - Big Maceo;House Rent Boogie - Count Basie & His Orchestra;Eddies Blues - Little Eddy Boyd Trio;;;;;;;;;;;;;;;7858
Judy Garland;Judy Garland Greatest Hits;blues;;;;Zing! Went the strings of my heart;The Trolley Song;Meet me in St. Louis;On the Atchison, Topeka & The Santa Fe;You made me love you;Over the rainbow;I can't give you anything but love;April Showers;When you're smiling;Chicago;Swanee;Rock-A-Bye Your Baby With A Dixie Melody;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7859
Don Spencer's;Let's Have Fun;blues;chirldren;;1991;Pat The Cat (And Bob The Dog);Practice Makes Perfect;Maggie & Colin;Clap Your Hands;Its A Creation;I Want To Be A Clown;Let's Have Fun;In The Jungle;Keep Your Kool;Balanced Diet;A Song Of The Seasons;Super Computer;Wouldn't It Be A Funny Place;I Ain't Gonna Hop. Pop!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7860
Roomful Of Blues;That's Right;blues;Blues;Alligator Records 4889\n© 2003;2003;That's Right;We Can't Make It;Shame, Shame, Shame;How Long Will It Last;You're Driving Me Crazy;Ocean Of Tears;2 Point 9;I Know Your Wig Is Gone;I'll Keep On Trying;Lipstick, Powder And Paint;I'm Tryin';Tennessee Woman;I Just Got To Know;Stranger Blues;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7861
Geno Delafose;French Rocking Boogie;blues;;;;French Rockin' Boogie;Je ne apprecie pas ca;Hey, Geno!;Think It Over;C'est pas la peine brailler;Ris et la gres;One Lie (Leads To Another);Jeunnes filles de la campagne;Do the Mill;JoAnn, JoAnn;Tes parents ne veulent plus me voir;Wedding Day Waltz;Watch Your Step;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7862
"""Janne \Fjellis\"""" Fjellström""""""";Till Och Från En Blå Man (Cd 2);blues;;;;Always Blue;Different Style;Sugar Coated Love;I Tried;You Got To Move;National Defense Blues;Rollin´ And Tumblin´;Steady Rolling Man;Tee Ni Nee Ni Nu;I Believe I´m In Love;Texas Flood;Walkin´ Blues;Bye Bye Johnny;Country Cruisin´;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7863
Les Marvellous Pig Noise;Homesickness;blues;Blues;;;Ma muse est le Blues;Homesickness;Cherche mon âme;Come on in my kitchen;Rockin' pneumonia;I feel so good;Sugar cane;Mama's all night song;Six strings down;Diggin' my patatoes;Parchman farm;Stone cold in love;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7864
Sektion Kuchikäschtli;Dorfgschichta;blues;;;2002;Kuchikäschtlihiphop;Stimmgabla;Klartext;Swissdate Mit Toni Lonoce Und Sulaya;Ächta Räp;Nöchschta Track;Dr. Falschi;Raimlischiaber;Toni Lonoce Mit Toni Lonoce;Monolog;Gschlächtsstyle;Coming Out;Gaschtreferat Mit Taz Und M.a.r.c.;Stohbliiba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7865
Tony Spinner;My '64;blues;;;;My '64;High Cotton;Goin' To Missouri;Looks Like It's Gonna Rain;Do Yoy Remember?;Arkansas Shuffle;One Woman;All Over You;Tell Me;Goodbye;Ballad Of T.S.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7866
Dave Graney and the Coral Snakes;Night of the Wolverine;blues;;;;You're Just Too Hip Baby;Mogambo;Night of the Wolverine I;I'm Just Havin' One o' Those Lives;I Held the Cool Breeze;I Remember You (You're the Girl I Love);Three Dead Passengers in a Stolen Second Hand Ford;That's the Way It's Gonna Be;Maggie Cassidy;You Need to Suffer;Night of The Wolverine II - I. If I Could Have Stayed Home, I;I. The King of Adelaide, III. You Could Always Make the Band;Laugh;Out There (in the Night of Time);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7867
INXS;Elegantly Wasted;blues;Pop;;;Show Me(Cherry Baby);Elegantly Wasted;Everything;Don't Lose Your Head;Searching;I'm Just A Man;Girl On Fire;We Are Thrown Together;Shake The Tree;She Is Rising;Building Bridges;Shine;Let It Ride;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7868
Hans OLSON;Hans Olson;blues;Blues;YEAR: 1992;1992;You Wish;Who's Trying To Run My Life;Give Me A Nickel;Radiation Blues;Staterboro blues;Going Back To Dallas - Rollin' & Tumblin';Western Winds;Golden Rule;Come On (If You're Coming);50 Ups & 50 Downs;The Next Car;Cold Outside;I Feel Like Going Home;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7869
